,Unnamed: 0.1,Unnamed: 0,Number,Name,Start,End,Link,id,namespace,orig_price,fmt_orig_price,tags,seller,taglist,action,adventure,puzzle,rpg,shooter,strategy,survival,osx,windows,singleplayer,multiplayer
113,113,113,364,Death Stranding,12/25/2022,12/26/2022,https://store.epicgames.com/en-US/p/death-stranding,9a071cfb3827440ba36cbef6a6042186,epic,5999.0,$59.99,"['1216', '1336', '1370', '1307', '9547', '1117']",,"[{'id': '1216'}, {'id': '1336'}, {'id': '1370'}, {'id': '1307'}, {'id': '9547'}, {'id': '1117'}]",True,True,False,False,False,False,False,False,True,True,False
114,114,114,363,Metro: Last Light Redux,12/24/2022,12/25/2022,https://store.epicgames.com/en-US/p/metro-last-light-redux,6bad44fc6dd9456081442559c51a577f,epic,1999.0,$19.99,"['1216', '1370', '1210', '9547', '1294']",,"[{'id': '1216'}, {'id': '1370'}, {'id': '1210'}, {'id': '9547'}, {'id': '1294'}]",True,False,False,False,True,False,False,False,True,True,False
115,115,115,362,Encased,12/23/2022,12/24/2022,https://store.epicgames.com/en-US/p/encased,adc96ea4979d4b14831823a2c0efa057,48ee23bbc7c34ac09604253e74d17b49,2999.0,$29.99,"['1216', '1333', '21894', '1367', '1336', '1370', '21147', '9547', '1117', '15375']",,"[{'id': '1216'}, {'id': '1333'}, {'id': '21894'}, {'id': '1367'}, {'id': '1336'}, {'id': '1370'}, {'id': '21147'}, {'id': '9547'}, {'id': '1117'}, {'id': '15375'}]",True,True,False,False,False,False,False,False,True,True,False
116,116,116,361,Fallout Tactics: Brotherhood of Steel,12/22/2022,12/23/2022,https://store.epicgames.com/en-US/p/fallout-tactics-brotherhood-of-steel,550b1ad4adcc414a966d459587bcdb30,b90be973f6e74975ac1a6ff15dbfd0b3,999.0,$9.99,"['1088', '21137', '1188', '21140', '21894', '1367', '21129', '1370', '1115', '21147', '9547', '35244']",,"[{'id': '1088'}, {'id': '21137'}, {'id': '1188'}, {'id': '21140'}, {'id': '21894'}, {'id': '1367'}, {'id': '21129'}, {'id': '1370'}, {'id': '1115'}, {'id': '21147'}, {'id': '9547'}, {'id': '35244'}]",False,False,False,False,False,True,False,False,True,True,False
117,117,117,360,Fallout 2: A Post Nuclear Role Playing Game,12/22/2022,12/23/2022,https://store.epicgames.com/en-US/p/fallout-2,f7eb422464774537915ee423ca84a59a,aae22da1fb884fa395b25bc30dd61faf,999.0,$9.99,"['21894', '1367', '1370', '1307', '9547', '21147', '35244']",,"[{'id': '21894'}, {'id': '1367'}, {'id': '1370'}, {'id': '1307'}, {'id': '9547'}, {'id': '21147'}, {'id': '35244'}]",False,False,False,False,False,False,False,False,True,True,False
118,118,118,359,Fallout: A Post Nuclear Role Playing Game,12/22/2022,12/23/2022,https://store.epicgames.com/en-US/p/fallout,ed7dba6b05354eeca6e2bc130ceffaf3,2e412cfcbd954e7180930e9784a47e18,999.0,$9.99,"['21894', '1367', '1370', '1307', '9547', '21147', '35244']",,"[{'id': '21894'}, {'id': '1367'}, {'id': '1370'}, {'id': '1307'}, {'id': '9547'}, {'id': '21147'}, {'id': '35244'}]",False,False,False,False,False,False,False,False,True,True,False
119,119,119,358,LEGO Builder’s Journey,12/21/2022,12/22/2022,https://store.epicgames.com/en-US/p/lego-builders-journey,bd886035d7ee4eb1b886a5ada1358528,ea533c2d54754167a9392a2ffa61bb87,1999.0,$19.99,"['1296', '1298', '21894', '1370', '9547', '1117', '15375']",LEGO System A/S,"[{'id': '1296'}, {'id': '1298'}, {'id': '21894'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '15375'}]",False,True,True,False,False,False,False,False,True,True,False
120,120,120,357,Wolfenstein: The New Order,12/20/2022,12/21/2022,https://store.epicgames.com/en-US/p/wolfenstein-the-new-order,52a32a3469dd4a2ca20bfff0c6a66486,0bd3e505924240adb702295fa08c1eff,1999.0,$19.99,"['1216', '1185', '21122', '1188', '21894', '9547', '1294', '21138', '21139', '21140', '21109', '21141', '1210', '1370', '21149', '21119']",,"[{'id': '1216'}, {'id': '1185'}, {'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '9547'}, {'id': '1294'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1210'}, {'id': '1370'}, {'id': '21149'}, {'id': '21119'}]",True,False,False,False,True,False,False,False,True,True,False
121,121,121,356,Them’s Fightin’ Herds,12/19/2022,12/20/2022,https://store.epicgames.com/en-US/p/thems-fightin-herds,1f723b00df58467998c4984ca39915ad,a567c32599bf4d4fb609e424f3691b39,1999.0,$19.99,"['1344', '29088', '21122', '19847', '1370', '9547', '1263', '21119']",Maximum Entertainment,"[{'id': '1344'}, {'id': '29088'}, {'id': '21122'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '1263'}, {'id': '21119'}]",False,False,False,False,False,False,False,False,True,True,False
122,122,122,355,Sable,12/18/2022,12/19/2022,https://store.epicgames.com/en-US/p/sable,d19627e74ac445bcbcfc8157a35d6f80,66a0893b7b9a42a695f0a387d64dfcc6,2499.0,$24.99,"['21894', '19847', '9547', '22924', '9549', '1263', '21137', '21138', '21140', '21141', '1370', '1307', '1117', '21149', '21119']",Raw Fury,"[{'id': '21894'}, {'id': '19847'}, {'id': '9547'}, {'id': '22924'}, {'id': '9549'}, {'id': '1263'}, {'id': '21137'}, {'id': '21138'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1307'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]",False,True,False,False,False,False,False,False,True,True,False
123,123,123,354,Costume Quest 2,12/17/2022,12/18/2022,https://store.epicgames.com/en-US/p/costume-quest-2,62488ccca67b455891967a4cfc6dea24,c660f57e1a164930a7196f1fd27ae45a,1499.0,$14.99,"['1216', '21894', '1336', '1386', '1370', '9547', '1117']",,"[{'id': '1216'}, {'id': '21894'}, {'id': '1336'}, {'id': '1386'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}]",True,True,False,False,False,False,False,False,True,True,False
124,124,124,353,Horizon Chase Turbo,12/16/2022,12/17/2022,https://store.epicgames.com/en-US/p/horizon-chase-turbo,58a2b650955f4920876afe86dfb563c1,253d451b16364a22907dd01b7e928fb6,1999.0,$19.99,"['21121', '21122', '1188', '21125', '21894', '19847', '9547', '1263', '21136', '21138', '1299', '21139', '21140', '21141', '1212', '21149', '21119']",,"[{'id': '21121'}, {'id': '21122'}, {'id': '1188'}, {'id': '21125'}, {'id': '21894'}, {'id': '19847'}, {'id': '9547'}, {'id': '1263'}, {'id': '21136'}, {'id': '21138'}, {'id': '1299'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1212'}, {'id': '21149'}, {'id': '21119'}]",False,False,False,False,False,False,False,False,True,False,False
125,125,125,352,Bloons TD 6,12/15/2022,12/16/2022,https://store.epicgames.com/en-US/p/bloons-td-6-bf95a0,b27e3b556f1048b9824c7196f32afceb,6a8dfa6e441e4f2f9048a98776c6077d,1399.0,$13.99,"['29088', '21122', '1188', '21127', '9547', '15375', '1264', '21136', '21138', '21139', '21140', '21141', '22776', '1370', '1115', '21149', '21119']",,"[{'id': '29088'}, {'id': '21122'}, {'id': '1188'}, {'id': '21127'}, {'id': '9547'}, {'id': '15375'}, {'id': '1264'}, {'id': '21136'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '22776'}, {'id': '1370'}, {'id': '1115'}, {'id': '21149'}, {'id': '21119'}]",False,False,False,False,False,True,False,False,True,True,False
126,126,126,351,Wildcat Gun Machine,12/8/2022,12/15/2022,https://store.epicgames.com/en-US/p/wildcat-gun-machine-c66c4e,d6531a64aa334d8d9c993cc607e48406,13cba1b288ec417badb9a276cbb6d819,1499.0,$14.99,"['1216', '1265', '21894', '19847', '1370', '9547', '9549', '1263']",,"[{'id': '1216'}, {'id': '1265'}, {'id': '21894'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1263'}]",True,False,False,False,False,False,False,False,True,True,False
127,127,127,350,Saints Row IV: Re-Elected,12/8/2022,12/15/2022,https://store.epicgames.com/en-US/p/saints-row-iv-re-elected,23ea1157ec89467d99f9b0fdf0ddb89b,151e56468b5049628653dedab7c88007,1999.0,$19.99,"['1216', '1264', '21109', '21894', '19847', '1370', '9547', '1117', '9549', '15375']",Plaion,"[{'id': '1216'}, {'id': '1264'}, {'id': '21109'}, {'id': '21894'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '9549'}, {'id': '15375'}]",True,True,False,False,False,False,False,False,True,True,False
128,128,128,349,RPG in a Box,12/1/2022,12/8/2022,https://store.epicgames.com/en-US/p/rpg-in-a-box,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
129,129,129,348,Fort Triumph,12/1/2022,12/8/2022,https://store.epicgames.com/en-US/p/fort-triumph,f3575fe40f894984a7027d86034e3b2c,58dbbafdb5b04b3e9442506354457e3c,1999.0,$19.99,"['1264', '21894', '1367', '1370', '1115', '9547', '10719']",,"[{'id': '1264'}, {'id': '21894'}, {'id': '1367'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}, {'id': '10719'}]",False,False,False,False,False,True,False,False,True,True,False
130,130,130,347,Star Wars: Squadrons,11/24/2022,12/1/2022,https://store.epicgames.com/en-US/p/star-wars-squadrons,2ebc70bd2f0044a18e2734b4fcd9b48b,bc2b0372eaa448469cb9a769f27acea1,3999.0,$39.99,"['1216', '1121', '1203', '19847', '22776', '1370', '9547', '15375']",Electronic Arts,"[{'id': '1216'}, {'id': '1121'}, {'id': '1203'}, {'id': '19847'}, {'id': '22776'}, {'id': '1370'}, {'id': '9547'}, {'id': '15375'}]",True,False,False,False,False,False,False,False,True,True,True
131,131,131,346,Evil Dead: The Game,11/17/2022,11/24/2022,https://store.epicgames.com/en-US/p/evil-dead-the-game,e8e34d364a4c469e924867013fc1816f,95e09a8c24c44684bca1a6f25aea920c,2999.0,$29.99,"['1216', '21122', '21125', '21129', '9547', '1264', '21138', '1203', '1299', '21139', '21140', '21109', '21141', '21149']",,"[{'id': '1216'}, {'id': '21122'}, {'id': '21125'}, {'id': '21129'}, {'id': '9547'}, {'id': '1264'}, {'id': '21138'}, {'id': '1203'}, {'id': '1299'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '21149'}]",True,False,False,False,False,False,False,False,True,False,True
132,132,132,345,Dark Deity,11/17/2022,11/24/2022,https://store.epicgames.com/en-US/p/dark-deity-0b08d1,e48379072089437dbd783ef80c56fc2c,be69d6b9214f4bc594c4cb1cd310a553,2499.0,$24.99,"['21122', '1188', '9547', '35244', '21136', '21139', '21140', '21141', '1367', '1370', '1115', '21147', '1117', '21119']",,"[{'id': '21122'}, {'id': '1188'}, {'id': '9547'}, {'id': '35244'}, {'id': '21136'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1367'}, {'id': '1370'}, {'id': '1115'}, {'id': '21147'}, {'id': '1117'}, {'id': '21119'}]",False,True,False,False,False,True,False,False,True,True,False
133,133,133,344,Epic Cheerleader Pack,11/15/2022,11/24/2022,https://store.epicgames.com/en-US/p/rumbleverse--epic-cheerleader-pack,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
134,134,134,343,Shadow Tactics: Blades of the Shogun,11/10/2022,11/17/2022,https://store.epicgames.com/en-US/p/shadow-tactics,aec117239abd49a08eddc9e75a981fa3,2f215955790d456b80c291bc2feaf7f7,3999.0,$39.99,"['1088', '1120', '21122', '1188', '19847', '21127', '21129', '9547', '21138', '21139', '21140', '21141', '1370', '1115', '1084', '21149', '21119']",,"[{'id': '1088'}, {'id': '1120'}, {'id': '21122'}, {'id': '1188'}, {'id': '19847'}, {'id': '21127'}, {'id': '21129'}, {'id': '9547'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1115'}, {'id': '1084'}, {'id': '21149'}, {'id': '21119'}]",False,False,False,False,False,True,False,False,True,True,False
135,135,135,342,Alba: A Wildlife Adventure,11/10/2022,11/17/2022,https://store.epicgames.com/en-US/p/alba-a-wildlife-adventure-93736a,44a89fd06011419d9df5fe412ab305e1,caf357c955344eaeaaaddb3c8357dbdf,1699.0,$16.99,"['1296', '21141', '1370', '9547', '15375']",Plug In Digital SAS,"[{'id': '1296'}, {'id': '21141'}, {'id': '1370'}, {'id': '9547'}, {'id': '15375'}]",False,False,False,False,False,False,False,False,True,True,False
136,136,136,341,Rising Storm 2: Vietnam,11/3/2022,11/10/2022,https://store.epicgames.com/en-US/p/rising-storm-2-vietnam,b19d810d322240e7b37bcf84ffac60ce,3542a1df211e492bb2abecb7c734f7f9,2499.0,$24.99,"['1216', '21122', '21125', '21129', '9547', '21135', '15375', '21138', '1203', '1299', '21139', '21140', '21141', '1115', '21149']",,"[{'id': '1216'}, {'id': '21122'}, {'id': '21125'}, {'id': '21129'}, {'id': '9547'}, {'id': '21135'}, {'id': '15375'}, {'id': '21138'}, {'id': '1203'}, {'id': '1299'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1115'}, {'id': '21149'}]",True,False,False,False,False,True,False,False,True,False,True
137,137,137,340,Filament,11/3/2022,11/10/2022,https://store.epicgames.com/en-US/p/filament-332a92,296453e71c884f95aecf4d582cf66915,89fb09a222a54e53b692e9c36e68d0a1,1699.0,$16.99,"['21894', '19847', '9547', '9549', '1263', '21136', '1298', '21138', '21139', '21140', '1370', '21149', '21150']",,"[{'id': '21894'}, {'id': '19847'}, {'id': '9547'}, {'id': '9549'}, {'id': '1263'}, {'id': '21136'}, {'id': '1298'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '1370'}, {'id': '21149'}, {'id': '21150'}]",False,False,True,False,False,False,False,False,True,True,False
138,138,138,339,"Warhammer 40,000: Mechanicus",10/27/2022,11/3/2022,https://store.epicgames.com/en-US/p/warhammer-mechanicus-0e4b71,559b16fa81134dce83b5b8b7cf67b5b3,144f9e231e2846d1a4381d9bb678f69d,2999.0,$29.99,"['21122', '1188', '21894', '19847', '21127', '1386', '9547', '9549', '21137', '21138', '21139', '21140', '21141', '1115', '21149']",Kasedo Games Ltd,"[{'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '19847'}, {'id': '21127'}, {'id': '1386'}, {'id': '9547'}, {'id': '9549'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1115'}, {'id': '21149'}]",False,False,False,False,False,True,False,False,True,False,False
139,139,139,338,Saturnalia,10/27/2022,11/3/2022,https://store.epicgames.com/en-US/p/saturnalia,275d5915ebd2479f983f51025b22a1b8,c749cd78da34408d8434a46271f4bb79,1999.0,$19.99,"['1218', '19847', '1080', '1370', '9547', '1117', '10719', '15375']",,"[{'id': '1218'}, {'id': '19847'}, {'id': '1080'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '10719'}, {'id': '15375'}]",False,True,False,False,False,False,True,False,True,True,False
140,140,140,337,Fallout 3: Game of the Year Edition,10/20/2022,10/27/2022,https://store.epicgames.com/en-US/p/fallout-3-game-of-the-year-edition,d6f01b1827c64ed388191ae507fe7c1b,fa702d34a37248ba98fb17f680c085e3,1999.0,$19.99,"['21122', '1188', '21894', '21127', '9547', '35244', '21137', '21138', '21139', '21140', '21141', '1367', '1370', '1307', '21147', '1117', '21149', '21119']",,"[{'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '35244'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1367'}, {'id': '1370'}, {'id': '1307'}, {'id': '21147'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]",False,True,False,False,False,False,False,False,True,True,False
141,141,141,336,Evoland Legendary Edition,10/20/2022,10/27/2022,https://store.epicgames.com/en-US/p/evoland-legendary-edition-5753ec,e068e168886a4a90a4e36a310e3bda32,3f7bd21610f743e598fa8e955500f5b7,1999.0,$19.99,"['1216', '21109', '1367', '1370', '9547', '1117', '9549']",,"[{'id': '1216'}, {'id': '21109'}, {'id': '1367'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '9549'}]",True,True,False,False,False,False,False,False,True,True,False
142,142,142,335,ToeJam & Earl: Back in the Groove!,10/13/2022,10/20/2022,https://store.epicgames.com/en-US/p/toejam-and-earl-back-in-the-groove-cddc16,db9725548f40419cac7d1c10f94c0736,bd1047eb76fd4fd490fcb8f668e5deda,1499.0,$14.99,"['1264', '1296', '19847', '9547', '10719']",,"[{'id': '1264'}, {'id': '1296'}, {'id': '19847'}, {'id': '9547'}, {'id': '10719'}]",False,False,False,False,False,False,False,False,True,False,False
143,143,143,334,Darkwood,10/13/2022,10/20/2022,https://store.epicgames.com/en-US/p/darkwood-fa73bd,d00f7e0293ef44b8ab453294cc380a4d,25b5ab5928784a74a502f6a84bb8b49f,1399.0,$13.99,"['1218', '21122', '21127', '21129', '9547', '9549', '1263', '21137', '21138', '21139', '21140', '21141', '1080', '1370', '21149', '10719']",,"[{'id': '1218'}, {'id': '21122'}, {'id': '21127'}, {'id': '21129'}, {'id': '9547'}, {'id': '9549'}, {'id': '1263'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1080'}, {'id': '1370'}, {'id': '21149'}, {'id': '10719'}]",False,False,False,False,False,False,True,False,True,True,False
144,144,144,333,Slain: Back from Hell,10/6/2022,10/13/2022,https://store.epicgames.com/en-US/p/slain-aea303,e5267e621ed14b84829c82a69e289c8e,5a85738bd9e74940ad8409ed8a2c680a,1299.0,$12.99,"['1216', '21109', '19847', '1370', '9547', '1151', '1263']",Digerati,"[{'id': '1216'}, {'id': '21109'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '1151'}, {'id': '1263'}]",True,False,False,False,False,False,False,False,True,True,False
145,145,145,332,Rising Hell,10/6/2022,10/13/2022,https://store.epicgames.com/en-US/p/rising-hell-253707,59595c8d06bf417886be97b618046f65,8d123dcc4b5c4d168f7de7b3e1ed7d47,999.0,$9.99,"['21121', '21122', '1188', '21127', '9547', '21137', '21138', '21139', '21140', '21141', '1370', '1083', '21149', '21119']",,"[{'id': '21121'}, {'id': '21122'}, {'id': '1188'}, {'id': '21127'}, {'id': '9547'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1083'}, {'id': '21149'}, {'id': '21119'}]",False,False,False,False,False,False,False,False,True,True,False
146,146,146,331,The Drone Racing League,9/29/2022,10/6/2022,https://store.epicgames.com/en-US/p/the-drone-racing-league-simulator,1578c50f725742fab1863952e01efc52,b6aa6a98bb394a53870bd6b026fefd1d,999.0,$9.99,"['21121', '1188', '21125', '9547', '1393', '21138', '1203', '1299', '21139', '21140', '21141', '1370', '21146', '1212', '21149', '10719']",Drone Racing League,"[{'id': '21121'}, {'id': '1188'}, {'id': '21125'}, {'id': '9547'}, {'id': '1393'}, {'id': '21138'}, {'id': '1203'}, {'id': '1299'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '21146'}, {'id': '1212'}, {'id': '21149'}, {'id': '10719'}]",False,False,False,False,False,False,False,False,True,True,True
147,147,147,330,Runbow,9/29/2022,10/6/2022,https://store.epicgames.com/en-US/p/runbow-fc9fa4,d98bc011d00a4323b2c49c7dc9d75969,aa7c3e6b5a2a4ca8962270c15bddb861,1499.0,$14.99,"['1264', '1203', '1299', '1110', '21894', '19847', '1370', '9547', '9549', '1151', '1263']",,"[{'id': '1264'}, {'id': '1203'}, {'id': '1299'}, {'id': '1110'}, {'id': '21894'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1151'}, {'id': '1263'}]",False,False,False,False,False,False,False,False,True,True,True
148,148,148,329,Gloomhaven,9/22/2022,9/29/2022,https://store.epicgames.com/en-US/p/gloomhaven-92f741,9232fdbc352445cc820a54bdc97ed2bb,bc079f73f020432fac896d30c8e2c330,3499.0,$34.99,"['29088', '21122', '1188', '19847', '21127', '21129', '1386', '9547', '9549', '15375', '1264', '21137', '21138', '21139', '21140', '21141', '1367', '22776', '1370', '1115', '21147', '21149']",,"[{'id': '29088'}, {'id': '21122'}, {'id': '1188'}, {'id': '19847'}, {'id': '21127'}, {'id': '21129'}, {'id': '1386'}, {'id': '9547'}, {'id': '9549'}, {'id': '15375'}, {'id': '1264'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1367'}, {'id': '22776'}, {'id': '1370'}, {'id': '1115'}, {'id': '21147'}, {'id': '21149'}]",False,False,False,False,False,True,False,False,True,True,False
149,149,149,328,Ark: Survival Evolved,9/22/2022,9/29/2022,https://store.epicgames.com/en-US/p/ark,16b7c8509ea8427898981145d244316c,ark,1499.0,$14.99,"['21122', '1188', '21125', '21129', '9547', '21138', '21139', '21140', '21141', '1367', '1080', '1370', '21146', '21147', '1117', '21149']",Studio Wildcard,"[{'id': '21122'}, {'id': '1188'}, {'id': '21125'}, {'id': '21129'}, {'id': '9547'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1367'}, {'id': '1080'}, {'id': '1370'}, {'id': '21146'}, {'id': '21147'}, {'id': '1117'}, {'id': '21149'}]",False,True,False,False,False,False,True,False,True,True,False
150,150,150,327,The Captain,9/15/2022,9/22/2022,https://store.epicgames.com/en-US/p/the-captain,80fb2028e27b489988bcd2c242b8caf0,301980d060324bb29202677f468c6c44,1999.0,$19.99,"['21122', '1188', '21127', '9547', '1263', '15375', '21138', '21139', '21140', '21141', '1370', '1117', '21149', '10719', '21119']",Tomorrow Corporation,"[{'id': '21122'}, {'id': '1188'}, {'id': '21127'}, {'id': '9547'}, {'id': '1263'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1117'}, {'id': '21149'}, {'id': '10719'}, {'id': '21119'}]",False,True,False,False,False,False,False,False,True,True,False
151,151,151,326,Spirit of the North,9/15/2022,9/22/2022,https://store.epicgames.com/en-US/p/spirit-of-the-north-f58a66,4460a8fcdc3e4f48a11f3174656f8a96,6098a8c7375c43458a22163a637c0c2f,1999.0,$19.99,"['1188', '21140', '21141', '19847', '1370', '9547', '35244', '1117']",,"[{'id': '1188'}, {'id': '21140'}, {'id': '21141'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '35244'}, {'id': '1117'}]",False,True,False,False,False,False,False,False,True,True,False
152,152,152,325,Realm Royale Reforged – Epic Launch Bundle,9/8/2022,9/15/2022,https://store.epicgames.com/en-US/p/realm-royale-reforged--epic-launch-bundle,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
153,153,153,324,Hundred Days – Winemaking Simulator,9/8/2022,9/15/2022,https://store.epicgames.com/en-US/p/hundred-days-winemaking-simulator,141eee80fbe041d48e16e7b998829295,4d8b727a49144090b103f6b6ba471e71,2499.0,$24.99,"['1188', '21894', '19847', '21127', '21130', '9547', '35244', '1263', '1393', '21138', '21139', '21140', '21141', '1370', '21146', '1115', '21149', '10719', '21119']",Broken Arms Games srls,"[{'id': '1188'}, {'id': '21894'}, {'id': '19847'}, {'id': '21127'}, {'id': '21130'}, {'id': '9547'}, {'id': '35244'}, {'id': '1263'}, {'id': '1393'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '21146'}, {'id': '1115'}, {'id': '21149'}, {'id': '10719'}, {'id': '21119'}]",False,False,False,False,False,True,False,False,True,True,False
154,154,154,323,Submerged: Hidden Depths,9/1/2022,9/8/2022,https://store.epicgames.com/en-US/p/submerged-hidden-depths-6065a1,befad00f8b354f52a4f10e927025e9f8,6006c7c9d8534b0ca4605ea3a759f3e1,2999.0,$29.99,"['1188', '1381', '21894', '21130', '9547', '21134', '21138', '21139', '21140', '21141', '1370', '1117', '21149', '21119']",,"[{'id': '1188'}, {'id': '1381'}, {'id': '21894'}, {'id': '21130'}, {'id': '9547'}, {'id': '21134'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]",False,True,False,False,False,False,False,False,True,True,False
155,155,155,322,Shadow of the Tomb Raider: Definitive Edition,9/1/2022,9/8/2022,https://store.epicgames.com/en-US/p/shadow-of-the-tomb-raider,ee7f3c6725fd4fd4b8aeab8622cb770e,4b5461ca8d1c488787b5200b420de066,3999.0,$39.99,"['1216', '21122', '1188', '21127', '9547', '9549', '15375', '21138', '21139', '21140', '21109', '21141', '1370', '21146', '1117', '21149', '21119']",,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21127'}, {'id': '9547'}, {'id': '9549'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1370'}, {'id': '21146'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]",True,True,False,False,False,False,False,False,True,True,False
156,156,156,321,Knockout City,9/1/2022,9/8/2022,https://store.epicgames.com/en-US/p/knockout-city,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
157,157,157,320,Ring of Pain,8/25/2022,9/1/2022,https://store.epicgames.com/en-US/p/ring-of-pain,4b5ba08363b5472f8c061d92c9a849db,b9c7474c6bdf4e9ab8ca5a5da60059d4,1999.0,$19.99,"['1188', '21894', '19847', '21127', '21129', '9547', '9549', '1263', '15375', '21137', '21138', '21139', '21140', '21141', '1370', '1115', '21149']",,"[{'id': '1188'}, {'id': '21894'}, {'id': '19847'}, {'id': '21127'}, {'id': '21129'}, {'id': '9547'}, {'id': '9549'}, {'id': '1263'}, {'id': '15375'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1115'}, {'id': '21149'}]",False,False,False,False,False,True,False,False,True,True,False
158,158,158,319,Destiny 2: Bungie 30th Anniversary Pack,8/23/2022,8/30/2022,https://store.epicgames.com/en-US/p/destiny-2--bungie-30th-anniversary-pack,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
159,159,159,318,Rumbleverse – Boom Boxer Content Pack,8/18/2022,8/25/2022,https://store.epicgames.com/en-US/p/rumbleverse--boom-boxer-content-pack,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
160,160,160,317,Doom 64,8/18/2022,8/25/2022,https://store.epicgames.com/en-US/p/doom-64,4d14124e8e9c484381db3be1e2118e8a,0ea70edafcc54b3191e262bbb6971981,499.0,$4.99,"['1216', '1185', '21121', '1188', '21894', '21129', '9547', '1198', '15375', '21138', '21139', '21140', '21109', '21141', '1370', '21149', '21119']",Bethesda Softworks LLC,"[{'id': '1216'}, {'id': '1185'}, {'id': '21121'}, {'id': '1188'}, {'id': '21894'}, {'id': '21129'}, {'id': '9547'}, {'id': '1198'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1370'}, {'id': '21149'}, {'id': '21119'}]",True,False,False,False,False,False,False,False,True,True,False
